2022,7,1,False,0,0,False,False
2022,7,2,False,-1,-1,False,False
2022,7,3,False,-1,-1,False,False
2022,7,4,False,-1,-1,False,False
2022,7,5,False,-1,-1,False,False
2022,7,6,False,-1,-1,False,False
2022,7,7,False,-1,-1,False,False
2022,7,8,False,-1,-1,False,False
2022,7,9,False,-1,-1,False,False
2022,7,10,False,-1,-1,False,False
2022,7,11,False,-1,-1,False,False
2022,7,12,False,-1,-1,False,False
2022,7,13,False,-1,-1,False,False
2022,7,14,False,-1,-1,False,False
2022,7,15,False,-1,-1,False,False
2022,7,16,False,-1,-1,False,False
2022,7,17,False,-1,-1,False,False
2022,7,18,False,-1,-1,False,False
2022,7,19,False,-1,-1,False,False
2022,7,20,False,-1,-1,False,False
2022,7,21,False,-1,-1,False,False
2022,7,22,False,-1,-1,False,False
2022,7,23,False,-1,-1,False,False
2022,7,24,False,-1,-1,False,False
2022,7,25,False,-1,-1,False,False
2022,7,26,False,-1,-1,False,False
2022,7,27,False,-1,-1,False,False
2022,7,28,False,-1,-1,False,False
2022,7,29,False,-1,-1,False,False
2022,7,30,False,-1,-1,False,False
2022,7,31,False,-1,-1,False,False
2022,8,1,False,-1,-1,False,False
2022,8,2,False,-1,-1,False,False
2022,8,3,False,0,0,False,True
